1943,Cyprus Turkish Airlines,YK,Turkey
1946,Czech Airlines,OK,Czech Republic
1954,DAT Danish Air Transport,DX,Denmark
1966,Daallo Airlines,D3,Djibouti
1973,Dalavia,H8,Russia
1983,Darwin Airline,0D,Switzerland
2009,Delta Air Lines,DL,United States
2021,Deutsche Bahn,2A,Germany
2041,Djibouti Airlines,D8,Djibouti
2047,Dominicana de Aviaci,DO,Dominican Republic
2048,Domodedovo Airlines,E3,Russia
2051,DonbassAero,5D,Ukraine
2056,Dragonair,KA,DRAGON
2058,Druk Air,KB,Bhutan
2077,dba,DI,Germany
2091,EVA Air,BR,Taiwan
2094,Eagle Air,H7,Uganda
2104,East African,QU,Uganda
2117,Eastern Airways,T3,United Kingdom
2125,Eastland Air,DK,Australia
2138,Edelweiss Air,WK,Switzerland
2143,Egyptair,MS,Egypt
2150,El Al Israel Airlines,LY,Israel
2155,El-Buraq Air Transport,UZ,Libya
2183,Emirates,EK,United Arab Emirates
2193,Empresa Ecuatoriana De Aviacion,EU,Ecuador
2213,Eritrean Airlines,B8,Eritrea
2218,Estonian Air,OV,Estonia
2220,Ethiopian Airlines,ET,Ethiopia
2222,Etihad Airways,EY,United Arab Emirates
2226,Euro Exec Express,RZ,Sweden
2237,Eurocypria Airlines,UI,Cyprus
2239,Eurofly Service,GJ,Italy
2245,Eurolot,K2,Poland
2251,European Air Express,EA,Germany
2260,Eurowings,EW,Germany
2261,Evergreen International Airlines,EZ,United States
2264,Excel Airways,JN,United Kingdom
2293,Express One International,EO,United States
2295,ExpressJet,XE,United States
2297,easyJet,U2,United Kingdom
2324,Far Eastern Air Transport,EF,Taiwan
2350,Finnair,AY,Finland
2351,Finncomm Airlines,FC,Finland
2353,Firefly,FY,Malaysia
2354,First Air,7F,Canada
2357,First Choice Airways,DP,United Kingdom
2395,Flightline,B5,United Kingdom
2404,Florida West International Airways,RF,United States
2417,AirAsia X,D7,Malaysia
2418,FlyLal,TE,Lithuania
2419,FlyNordic,LF,Sweden
2420,Flybaboo,F7,Switzerland
2421,Flybe,BE,United Kingdom
2425,Flyglobespan,B4,United Kingdom
2439,Formosa Airlines,VY,Taiwan
2454,Freedom Air,FP,United States
2468,Frontier Airlines,F9,United States
2470,Frontier Flying Service,2F,United States
2486,GB Airways,GT,United Kingdom
2520,Garuda Indonesia,GA,Indonesia
2524,Gazpromavia,4G,Russia
2538,Georgian Airways,A9,Georgia
2541,Georgian National Airlines,QB,Georgia
2547,Germania,ST,Germany
2548,Germanwings,4U,Germany
2556,Ghana International Airlines,G0,Ghana
2575,Go Air,G8,India
2577,GoJet Airlines,G7,United States
2581,Gol Transportes Aéreos,G3,Brazil
2585,Golden Air,DC,Sweden
2607,Great Lakes Airlines,ZK,United States
2622,Grupo TACA,TA,Costa Rica
2638,Gulf Air Bahrain,GF,Bahrain
2657,Hageland Aviation Services,H6,United States
2660,Hainan Airlines,HU,China
2663,Haiti Ambassador Airlines,2T,Haiti
2674,Hamburg International,4R,Germany
2681,TUIfly,X3,Germany
2682,Hapagfly,HF,Germany
2688,Hawaiian Airlines,HA,United States
2692,Hawkair,BH,Canada
2704,Heli France,8H,France
2731,Helijet,JB,Canada
2747,Hellas Jet,T4,Greece
2748,Hello,HW,Switzerland
2750,Helvetic Airways,2L,Switzerland
2757,Hex'Air,UD,France
2765,Hokkaido International Airlines,HD,Japan
2773,Hong Kong Airlines,HX,Hong Kong SAR of China
2774,Hong Kong Express Airways,UO,Hong Kong SAR of China
2778,Horizon Air,QX,United States
2782,Horizon Airlines,BN,Australia
2822,Iberia Airlines,IB,Spain
2825,Iberworld,TY,Spain
2826,Ibex Airlines,FW,Japan
2835,Icelandair,FI,Iceland
2845,Imair Airlines,IK,Azerbaijan
2850,IndiGo Airlines,6E,India
2853,Indian Airlines,IC,India
2855,Indigo,I9,United States
2857,Indonesia AirAsia,QZ,Indonesia
2858,Indonesian Airlines,IO,Indonesia
2881,Interair South Africa,D6,South Africa
2883,Interavia Airlines,ZA,Russia
2896,Interlink Airlines,ID,South Africa
2916,Intersky,3L,Austria
2922,Iran Air,IR,Iran
2923,Iran Aseman Airlines,EP,Iran
2926,Iraqi Airways,IA,Iraq
2937,Island Airlines,IS,United States
2942,Cargo Plus Aviation,8L,United Arab Emirates
2948,Islas Airways,IF,Spain
2950,Islena De Inversiones,WC,Honduras
2954,Israir,6H,Israel
2958,Itek Air,GI,Kyrgyzstan
2969,JAL Express,JC,Japan
2970,JALways,JO,Japan
2987,Japan Airlines,JL,Japan
2988,Japan Airlines Domestic,JL,Japan
2989,Japan Asia Airways,EG,Japan
2990,Japan Transocean Air,NU,Japan
2993,Jazeera Airways,J9,Kuwait
2994,Jeju Air,7C,Republic of Korea
3000,Jet Airways,9W,India
3001,Jet Airways,QJ,United States
3021,Jetstar Asia Airways,3K,Singapore
3026,Jet2.com,LS,United Kingdom
3027,Jet4You,8J,Morocco
3029,JetBlue Airways,B6,United States
3032,Jetairfly,JF,Belgium
3052,Jetstar Airways,JQ,Australia
3081,Juneyao Airlines,HO,China
3087,KD Avia,KD,Russia
3088,KLM Cityhopper,WA,Netherlands
3090,KLM Royal Dutch Airlines,KL,Netherlands
3097,Kam Air,RQ,Afghanistan
3110,Kavminvodyavia,KV,Russia
3123,Kenmore Air,M5,United States
3126,Kenya Airways,KQ,Kenya
3142,Kingfisher Airlines,IT,India
3148,Kish Air,Y9,Iran
3157,Kogalymavia Air Company,7K,Russia
3163,Korean Air,KE,Republic of Korea
3168,Krasnojarsky Airlines,7B,Russia
3175,Kuban Airlines,GW,Russia
3179,Kuwait Airways,KU,Kuwait
3180,Kuzu Airlines Cargo,GO,Turkey
3197,LACSA,LR,Costa Rica
3200,LAN Airlines,LA,Chile
3201,LAN Argentina,4M,Argentina
3204,LAN Express,LU,Chile
3205,LAN Peru,LP,Peru
3210,LOT Polish Airlines,LO,Poland
3211,LTE International Airways,XO,Spain
3212,LTU Austria,L3,Austria
3233,Lao Airlines,QV,Lao Peoples Democratic Republic
3239,Lauda Air,NG,Austria
3251,Leeward Islands Air Transport,LI,Antigua and Barbuda
3258,Libyan Arab Airlines,LN,Libya
3287,Linhas A,LM,Mozambique
3290,Lion Mentari Airlines,JT,Indonesia
3319,Luftfahrtgesellschaft Walter,HE,Germany
3320,Lufthansa,LH,Germany
3321,Lufthansa Cargo,LH,Germany
3322,Lufthansa CityLine,CL,Germany
3326,Lufttransport,L5,Norway
3329,Luxair,LG,Luxembourg
3342,L,MJ,Argentina
3349,MasAir,M7,Mexico
3350,MAT Macedonian Airlines,IN,Macedonia
3354,MIAT Mongolian Airlines,OM,Mongolia
3357,MNG Airlines,MB,Turkey
3363,Macair Airlines,CC,Australia
3366,Maersk,DM,Denmark
3370,Mahan Air,W5,Iran
3378,Malaysia Airlines,MH,Malaysia
3386,Malmö Aviation,TF,Sweden
3387,Malta Air Charter,R5,Malta
3389,Malév,MA,Hungary
3391,Mandala Airlines,RI,Indonesia
3392,Mandarin Airlines,AE,Taiwan
3393,Mango,JE,South Africa
3411,Martinair,MP,Netherlands
3432,Maxair,8M,Sweden
3437,Maya Island Air,MW,Belize
3463,Meridiana,IG,Italy
3465,Merpati Nusantara Airlines,MZ,Indonesia
3466,Mesa Airlines,YV,United States
3467,Mesaba Airlines,XJ,United States
3479,Mexicana de Aviaci,MX,Mexico
3490,Middle East Airlines,ME,Lebanon
3494,Midway Airlines,JI,United States
3497,Midwest Airlines,YX,United States
3498,Midwest Airlines (Egypt),MY,Egypt
3529,Moldavian Airlines,2M,Moldova
3532,Monarch Airlines,ZB,United Kingdom
3534,Myway Airlines,8I,Italy
3539,Montenegro Airlines,YM,Montenegro
3545,Moskovia Airlines,3R,Russia
3547,Motor Sich,M9,Ukraine
3568,MyTravel Airways,VZ,United Kingdom
3569,Myanma Airways,UB,Myanmar
3570,Myanmar Airways International,8M,Myanmar
3589,Nasair,UE,Eritrea
3608,National Jet Systems,NC,Australia
3613,Nationwide Airlines,CE,South Africa
3618,Nauru Air Corporation,ON,Nauru
3637,Nepal Airlines,RA,Nepal
3641,NetJets,1I,United States
3644,New England Airlines,EJ,United States
3652,NextJet,2N,Sweden
3661,Niki,HG,Austria
3674,Nok Air,DD,Thailand
3721,Northern Dene Airways,U7,Canada
3731,Northwest Airlines,NW,United States
3734,Northwestern Air,J3,Canada
3737,Norwegian Air Shuttle,DY,Norway
3740,Nouvel Air Tunisie,BJ,Tunisia
3743,Novair,1I,Sweden
3754,Nas Air,XY,Saudi Arabia
3759,Oasis Hong Kong Airlines,O8,Hong Kong
3764,Oceanair,O6,Brazil
3765,Oceanic Airlines,O2,Guinea
3776,Olympic Airlines,OA,Greece
3778,Oman Air,WY,Oman
3781,Omni Air International,OY,United States
3788,Onur Air,8Q,Turkey
3805,Orenburg Airlines,R2,Russia
3811,Orient Thai Airlines,OX,Thailand
3814,Origin Pacific Airways,QO,New Zealand
3822,Ostfriesische Lufttransport,OL,Germany
3826,Overland Airways,OJ,Nigeria
3831,Ozjet Airlines,O7,Australia
3834,PAN Air,PV,Spain
3835,PB Air,9Q,Thailand
3839,PLUNA,PU,Uruguay
3840,PMTair,U4,Cambodia
3850,Jetstar Pacific,BL,Vietnam
3856,Pacific Coastal Airline,8P,Canada
3857,Pacific East Asia Cargo Airlines,Q8,Philippines
3865,Pacific Wings,LW,United States
3871,Pakistan International Airlines,PK,Pakistan
3907,Paramount Airways,I7,India
3926,Pegasus Airlines,PC,Turkey
3935,Peninsula Airways,KS,United States
3952,Philippine Airlines,PR,Philippines
3969,Piedmont Airlines (1948-1989),PI,United States
3976,Pinnacle Airlines,9E,United States
4013,Polynesian Airlines,PH,Samoa
4021,Porter Airlines,PD,Canada
4022,Portugalia,NI,Portugal
4026,Potomac Air,BK,United States
4031,Precision Air,PW,Tanzania
4066,Proflight Commuter Services,P0,Zambia
4089,Qantas,QF,Australia
4091,Qatar Airways,QR,Qatar
4106,RACSA,R6,Guatemala
4177,Regional Airlines,FN,Morocco
4178,Regional Express,ZL,Australia
4187,Republic Airlines,RW,United States
4188,Republic Express Airlines,RH,Indonesia
4232,Rossiya,R4,Russia
4234,Air Rarotonga,GZ,Cook Islands
4248,Royal Air Maroc,AT,Morocco
4255,Royal Brunei Airlines,BI,Brunei
4259,Royal Jordanian,RJ,Jordan
4264,Royal Nepal Airlines,RA,Nepal
4292,Rwandair Express,WB,Rwanda
4295,Ryan International Airlines,RD,United States
4296,Ryanair,FR,Ireland
4299,Régional,YS,France
4304,SATA International,S4,Portugal
4305,South African Airways,SA,South Africa
4311,Shaheen Air International,NL,Pakistan
4319,Scandinavian Airlines System,SK,Sweden
4329,S7 Airlines,S7,Russia
4335,Seaborne Airlines,BB,United States
4349,SriLankan Airlines,UL,Sri Lanka
4356,Sun Country Airlines,SY,United States
4374,Sky Express,G3,Greece
4375,Spicejet,SG,India
4388,Star Flyer,7G,Japan
4411,Skagway Air Service,N5,United States
4429,SATA Air Acores,SP,Portugal
4435,Singapore Airlines,SQ,Singapore
4436,Sibaviatrans,5M,Russia
4438,Skynet Airlines,SI,Ireland
4454,Sriwijaya Air,SJ,Indonesia
4455,Sama Airlines,ZS,Saudi Arabia
4464,Singapore Airlines Cargo,SQ,Singapore
4469,Siem Reap Airways,FT,Cambodia
4475,South East Asian Airlines,DG,Philippines
4496,Skyservice Airlines,5G,Canada
4513,Servicios de Transportes A,FS,Argentina
4521,Sudan Airways,SD,Sudan
4533,Saudi Arabian Airlines,SV,Saudi Arabia
4547,Southwest Airlines,WN,United States
4550,Southern Winds Airlines,A4,Argentina
4559,Swiss International Air Lines,LX,Switzerland
4560,Swissair,SR,Switzerland
4564,Swe Fly,WV,Sweden
4573,SunExpress,XQ,Turkey
4586,Syrian Arab Airlines,RB,Syrian Arab Republic
4589,Skywalk Airlines,AL,United States
4599,Shandong Airlines,SC,China
4607,Spring Airlines,9S,China
4608,Sichuan Airlines,3U,China
4609,Shanghai Airlines,FM,China
4611,Shenzhen Airlines,ZH,China
4619,Sun D'Or,7L,Israel
4620,SkyEurope,NE,Slovakia
4652,Spanair,JK,Spain
4687,Spirit Airlines,NK,United States
4691,SATENA,9R,Colombia
4735,Santa Barbara Airlines,S3,Venezuela
4737,Sky Airline,H2,Chile
4738,SkyWest,OO,United States
4739,Skyways Express,JZ,Sweden
4740,Skymark Airlines,BC,Japan
4750,SilkAir,MI,Singapore
4752,Surinam Airways,PY,Suriname
4776,Sterling Airlines,NB,Denmark
4781,Skynet Asia Airways,6J,Japan
4797,Solomon Airlines,IE,Solomon Islands
4805,Saratov Aviation Division,6W,Russia
4808,Sat Airlines,HZ,Kazakhstan
4822,Shuttle America,S5,United States
4840,Scat Air,DV,Kazakhstan
4863,TAME,EQ,Ecuador
4867,TAM Brazilian Airlines,JJ,Brazil
4869,TAP Portugal,TP,Portugal
4870,Tunisair,TU,Tunisia
4889,Thai Air Cargo,T2,Thailand
4896,Thomas Cook Airlines,FQ,Belgium
4897,Thomas Cook Airlines,MT,United Kingdom
4936,Tiger Airways,TR,Singapore
4937,Tiger Airways Australia,TT,Australia
4940,Thai Airways International,TG,Thailand
4947,Thai AirAsia,FD,Thailand
4951,Turkish Airlines,TK,Turkey
4965,Twin Jet,T7,France
4981,Trans Mediterranean Airlines,TL,Lebanon
5002,Tiara Air,3P,Aruba
5013,Thomsonfly,BY,United Kingdom
5016,Tropic Air,PM,Belize
5020,TAMPA,QT,Colombia
5038,TransAsia Airways,GE,Taiwan
5039,Transavia Holland,HV,Netherlands
5041,TACV,VR,Portugal
5064,Transwest Air,9T,Canada
5067,Transaero Airlines,UN,Russia
5083,Turkmenistan Airlines,T5,Turkmenistan
5085,Tuninter,UG,Tunisia
5097,Travel Service,QS,Czech Republic
5122,TUIfly Nordic,6B,Sweden
5133,TAAG Angola Airlines,DT,Angola
5156,TAM Mercosur,PZ,Paraguay
5160,Trans States Airlines,AX,United States
5179,Tarom,RO,Romania
5187,Turan Air,3T,Azerbaijan
5188,TRIP Linhas A,8R,Brazil
5207,USA3000 Airlines,U5,United States
5209,United Airlines,UA,United States
5234,Ural Airlines,U6,Russia
5251,UM Airlines,UF,Ukraine
5265,US Airways,US,United States
5271,UTair Aviation,UT,Russia
5281,Uzbekistan Airways,HY,Uzbekistan
5282,Ukraine International Airlines,PS,Ukraine
5284,US Helicopter Corporation,UH,United States
5297,Valuair,VF,Singapore
5309,Vietnam Airlines,VN,Vietnam
5311,VIM Airlines,NN,Russia
5325,Volaris,Y4,Mexico
5326,Volga-Dnepr Airlines,VI,Russia
5331,Virgin America,VX,United States
5333,Virgin Express,TV,Belgium
5335,Virgin Nigeria Airways,VK,Nigeria
5347,Virgin Atlantic Airways,VS,United Kingdom
5350,Viva Macau,ZG,Macao
5351,Volare Airlines,VE,Italy
5352,Vueling Airlines,VY,Spain
5353,Vladivostok Air,XF,Russia
5354,Varig Log,LC,Brazil
5360,Virgin Australia,VA,Australia
5368,VRG Linhas Aereas,RG,Brazil
5373,VASP,VP,Brazil
5383,VLM Airlines,VG,Belgium
5397,Wayraper,7W,Peru
5399,WebJet Linhas A,WJ,Brazil
5401,Welcome Air,2W,Austria
5411,West Coast Air,8O,Canada
5416,WestJet,WS,Canada
5424,Western Airlines,WA,United States
5439,Widerøe,WF,Norway
5447,Wind Jet,IV,Italy
5451,Wings Air,IW,Indonesia
5461,Wizz Air,W6,Hungary
5462,Wizz Air Hungary,8Z,Bulgaria
5465,World Airways,WO,United States
5479,XL Airways France,SE,France
5484,Xiamen Airlines,MF,China
5492,Yamal Airlines,YL,Russia
5496,Yemenia,IY,Yemen
5523,Zoom Airlines,Z4,Canada
5559,Maldivian Air Taxi,8Q,Maldives
5584,Sky Express,XW,Russia
5651,Royal Air Cambodge,VJ,Cambodia
5813,Air Mandalay,6T,Burma
5982,Air Busan,BX,Republic of Korea
6196,Globus,GH,Russia
6222,Air Kazakhstan,9Y,Kazakhstan
6557,Japan Air System,JD,Japan
6855,EasyJet (DS),DS,Switzerland
8359,Star Peru (2I),2I,Peru
8461,Carnival Air Lines,KW,United States
8463,United Airways,4H,Bangladesh
8576,Fly540,5H,Kenya
8745,Transavia France,TO,France
8809,Island Air (WP),WP,United States
9082,Uni Air,B7,Taiwan
9135,Gomelavia,YD,Belarus
9239,Red Wings,WZ,Russia
9343,Felix Airways,FU,Yemen
9344,Kostromskie avialinii,K1,Russia
9373,Greenfly,XX,Spain
9531,Tajik Air,7J,Tajikistan
9541,Air Mozambique,TM,Mozambique
9620,Gabon Airlines,GY,Gabon
9656,Maldivo Airlines,ML,Maldives
9666,Virgin Pacific,VH,Fiji
9764,Zest Air,Z2,Philippines
9784,Yangon Airways,HK,Burma
9809,Eastar Jet,ZE,South Korea
9810,Jin Air,LJ,South Korea
9818,Air Arabia Maroc,3O,Morocco
9825,Baltic Air lines,B1,Latvia
9828,Ciel Canadien,YC,Canada
9829,Canadian National Airways,CN,Canada
9833,Epic Holiday,FA,United States
9851,Air Comet Chile,3I,Chile
10114,Line Blue,L8,Germany
10122,Salzburg arrows,SZ,Austria
10123,Texas Wings,TQ,United States
10128,Dennis Sky,DH,Israel
10224,Zz,ZZ,Belgium
10226,Atifly,A1,United States
10650,Pal airlines,5P,Chile
10673,CanXpress,C1,Canada
10674,Danube Wings (V5),V5,Slovakia
10675,Sharp Airlines,SH,Australia
10683,CanXplorer,C2,Canada
10715,Click (Mexicana),QA,Mexico
10735,World Experience Airline,W1,Canada
10737,ALAK,J4,Russia
10739,Air Choice One,3E,United States
10741,China United,KN,China
10748,Locair,ZQ,United States
10758,Safi Airlines,4Q,Afghanistan
10765,SeaPort Airlines,K5,United States
10776,Salmon Air,S6,United States
10800,Star1 Airlines,V9,Lithuania
10845,Pelita,6D,Indonesia
10912,Alaska Seaplane Service,J5,United States
10955,MexicanaLink,I6,Mexico
10960,Island Spirit,IP,Iceland
10969,TACA Peru,T0,Peru
11731,Pan Am World Airways Dominicana,7Q,Dominican Republic
11732,Primera Air,PF,Iceland
11741,Air Antilles Express,3S,Guadeloupe
11755,Regional Paraguaya,P7,Paraguay
11761,VIP Ecuador,V6,Ecuador
11763,Peruvian Airlines,P9,Peru
11767,Polar Airlines,ЯП,Russia
11794,Catovair,OC,Mauritius
11804,Halcyonair,7Z,Cape Verde
11805,Business Aviation,4P,Congo (Kinshasa)
11806,Compagnie Africaine d\\'Aviation,E9,Congo (Kinshasa)
11808,Zambia Skyways,K8,Zambia
11811,AlMasria Universal Airlines,UJ,Egypt
11814,SmartLynx Airlines,6Y,Latvia
11816,KoralBlue Airlines,K7,Egypt
11823,Elysian Airlines,E4,Cameroon
11834,Hellenic Imperial Airways,HT,Greece
11836,Amsterdam Airlines,WD,Netherlands
11838,Arik Niger,Q9,Niger
