GKA,GKA_20200113
YQZ,YQZ_20200113
YRB,YRB_20200113
YRI,YRI_20200113
YRJ,YRJ_20200113
YRM,YRM_20200113
YRT,YRT_20200113
YSB,YSB_20200113
YSC,YSC_20200113
YSJ,YSJ_20200113
YSM,YSM_20200113
YSR,YSR_20200113
YSU,YSU_20200113
YSY,YSY_20200113
YTE,YTE_20200113
YTH,YTH_20200113
YTR,YTR_20200113
YTS,YTS_20200113
YTZ,YTZ_20200113
YUB,YUB_20200113
YUL,YUL_20200113
YUT,YUT_20200113
YUX,YUX_20200113
YUY,YUY_20200113
YVC,YVC_20200113
YVG,YVG_20200113
YVM,YVM_20200113
YVO,YVO_20200113
YVP,YVP_20200113
YVQ,YVQ_20200113
YVR,YVR_20200113
YVT,YVT_20200113
YVV,YVV_20200113
YWA,YWA_20200113
YWG,YWG_20200113
YWK,YWK_20200113
YWL,YWL_20200113
YWY,YWY_20200113
YXC,YXC_20200113
YXD,YXD_20200113
YXE,YXE_20200113
YXH,YXH_20200113
YXJ,YXJ_20200113
YXL,YXL_20200113
YXP,YXP_20200113
YXR,YXR_20200113
YXS,YXS_20200113
YXT,YXT_20200113
YXU,YXU_20200113
YXX,YXX_20200113
YXY,YXY_20200113
YYB,YYB_20200113
YYC,YYC_20200113
YYD,YYD_20200113
YYE,YYE_20200113
YYF,YYF_20200113
YYG,YYG_20200113
YYH,YYH_20200113
YYJ,YYJ_20200113
YYL,YYL_20200113
YYN,YYN_20200113
YYQ,YYQ_20200113
YYR,YYR_20200113
YYU,YYU_20200113
YYW,YYW_20200113
YYY,YYY_20200113
YYZ,YYZ_20200113
YZD,YZD_20200113
YZE,YZE_20200113
YZF,YZF_20200113
YZH,YZH_20200113
YZP,YZP_20200113
YZR,YZR_20200113
YZT,YZT_20200113
YZU,YZU_20200113
YZV,YZV_20200113
YZW,YZW_20200113
YZX,YZX_20200113
ZFA,ZFA_20200113
ZFM,ZFM_20200113
QLD,QLD_20200113
BUJ,BUJ_20200113
BJA,BJA_20200113
ALG,ALG_20200113
DJG,DJG_20200113
VVZ,VVZ_20200113
TMR,TMR_20200113
GJL,GJL_20200113
MZW,MZW_20200113
AAE,AAE_20200113
CZL,CZL_20200113
TEE,TEE_20200113
HRM,HRM_20200113
TID,TID_20200113
TIN,TIN_20200113
CFK,CFK_20200113
TAF,TAF_20200113
TLM,TLM_20200113
ORN,ORN_20200113
BFW,BFW_20200113
MUW,MUW_20200113
AZR,AZR_20200113
BSK,BSK_20200113
ELG,ELG_20200113
GHA,GHA_20200113
HME,HME_20200113
INZ,INZ_20200113
TGR,TGR_20200113
LOO,LOO_20200113
TMX,TMX_20200113
OGX,OGX_20200113
IAM,IAM_20200113
COO,COO_20200113
OUA,OUA_20200113
BOY,BOY_20200113
ACC,ACC_20200113
TML,TML_20200113
NYI,NYI_20200113
TKD,TKD_20200113
ABJ,ABJ_20200113
BYK,BYK_20200113
DJO,DJO_20200113
HGO,HGO_20200113
MJC,MJC_20200113
SPY,SPY_20200113
ASK,ASK_20200113
ABV,ABV_20200113
AKR,AKR_20200113
BNI,BNI_20200113
CBQ,CBQ_20200113
ENU,ENU_20200113
IBA,IBA_20200113
ILR,ILR_20200113
JOS,JOS_20200113
KAD,KAD_20200113
KAN,KAN_20200113
MIU,MIU_20200113
MDI,MDI_20200113
LOS,LOS_20200113
MXJ,MXJ_20200113
PHC,PHC_20200113
SKO,SKO_20200113
YOL,YOL_20200113
ZAR,ZAR_20200113
MFQ,MFQ_20200113
NIM,NIM_20200113
THZ,THZ_20200113
AJY,AJY_20200113
ZND,ZND_20200113
MIR,MIR_20200113
TUN,TUN_20200113
GAF,GAF_20200113
GAE,GAE_20200113
DJE,DJE_20200113
EBM,EBM_20200113
SFA,SFA_20200113
TOE,TOE_20200113
LRL,LRL_20200113
LFW,LFW_20200113
ANR,ANR_20200113
BRU,BRU_20200113
CRL,CRL_20200113
KJK,KJK_20200113
LGG,LGG_20200113
OST,OST_20200113
OBL,OBL_20200113
AOC,AOC_20200113
IES,IES_20200113
REB,REB_20200113
QXH,QXH_20200113
BBH,BBH_20200113
ZMG,ZMG_20200113
CBU,CBU_20200113
SXF,SXF_20200113
DRS,DRS_20200113
ERF,ERF_20200113
FRA,FRA_20200113
FMO,FMO_20200113
HAM,HAM_20200113
THF,THF_20200113
CGN,CGN_20200113
DUS,DUS_20200113
MUC,MUC_20200113
NUE,NUE_20200113
LEJ,LEJ_20200113
SCN,SCN_20200113
STR,STR_20200113
TXL,TXL_20200113
HAJ,HAJ_20200113
BRE,BRE_20200113
QEF,QEF_20200113
HHN,HHN_20200113
MHG,MHG_20200113
EIB,EIB_20200113
SGE,SGE_20200113
XFW,XFW_20200113
KEL,KEL_20200113
LBC,LBC_20200113
ESS,ESS_20200113
BFE,BFE_20200113
MGL,MGL_20200113
PAD,PAD_20200113
dayM,dayM_20200113
AGB,AGB_20200113
OBF,OBF_20200113
RBM,RBM_20200113
FDH,FDH_20200113
SZW,SZW_20200113
BYU,BYU_20200113
URD,URD_20200113
HOQ,HOQ_20200113
ZQW,ZQW_20200113
ZQL,ZQL_20200113
BWE,BWE_20200113
KSF,KSF_20200113
BRV,BRV_20200113
EME,EME_20200113
WVN,WVN_20200113
BMK,BMK_20200113
NRD,NRD_20200113
FLF,FLF_20200113
GWT,GWT_20200113
KDL,KDL_20200113
URE,URE_20200113
EPU,EPU_20200113
TLL,TLL_20200113
TAY,TAY_20200113
ENF,ENF_20200113
KEV,KEV_20200113
HEM,HEM_20200113
HEL,HEL_20200113
HYV,HYV_20200113
KTQ,KTQ_20200113
IVL,IVL_20200113
JOE,JOE_20200113
JYV,JYV_20200113
KAU,KAU_20200113
KEM,KEM_20200113
KAJ,KAJ_20200113
KHJ,KHJ_20200113
KOK,KOK_20200113
KAO,KAO_20200113
KTT,KTT_20200113
KUO,KUO_20200113
QLF,QLF_20200113
LPP,LPP_20200113
MHQ,MHQ_20200113
MIK,MIK_20200113
OUL,OUL_20200113
POR,POR_20200113
RVN,RVN_20200113
SVL,SVL_20200113
SOT,SOT_20200113
TMP,TMP_20200113
TKU,TKU_20200113
UTI,UTI_20200113
VAA,VAA_20200113
VRK,VRK_20200113
YLI,YLI_20200113
BFS,BFS_20200113
ENK,ENK_20200113
BHD,BHD_20200113
LDY,LDY_20200113
BHX,BHX_20200113
CVT,CVT_20200113
GLO,GLO_20200113
GBA,GBA_20200113
MAN,MAN_20200113
NQY,NQY_20200113
LYE,LYE_20200113
YEO,YEO_20200113
HAW,HAW_20200113
CWL,CWL_20200113
SWS,SWS_20200113
BRS,BRS_20200113
LPL,LPL_20200113
LTN,LTN_20200113
PLH,PLH_20200113
BOH,BOH_20200113
SOU,SOU_20200113
QLA,QLA_20200113
ACI,ACI_20200113
GCI,GCI_20200113
JER,JER_20200113
ESH,ESH_20200113
BQH,BQH_20200113
LGW,LGW_20200113
LCY,LCY_20200113
FAB,FAB_20200113
BBS,BBS_20200113
LHR,LHR_20200113
SEN,SEN_20200113
LYX,LYX_20200113
MSE,MSE_20200113
CAX,CAX_20200113
BLK,BLK_20200113
HUY,HUY_20200113
BWF,BWF_20200113
LBA,LBA_20200113
WRT,WRT_20200113
CEG,CEG_20200113
IOM,IOM_20200113
NCL,NCL_20200113
MME,MME_20200113
EMA,EMA_20200113
KOI,KOI_20200113
LSI,LSI_20200113
WIC,WIC_20200113
ABZ,ABZ_20200113
INV,INV_20200113
GLA,GLA_20200113
EDI,EDI_20200113
ILY,ILY_20200113
PIK,PIK_20200113
BEB,BEB_20200113
SCS,SCS_20200113
DND,DND_20200113
SYY,SYY_20200113
TRE,TRE_20200113
ADX,ADX_20200113
LMO,LMO_20200113
CBG,CBG_20200113
NWI,NWI_20200113
STN,STN_20200113
EXT,EXT_20200113
FZO,FZO_20200113
OXF,OXF_20200113
BEX,BEX_20200113
LKZ,LKZ_20200113
MHZ,MHZ_20200113
QUY,QUY_20200113
FFD,FFD_20200113
BZZ,BZZ_20200113
ODH,ODH_20200113
NHT,NHT_20200113
QCY,QCY_20200113
BEQ,BEQ_20200113
SQZ,SQZ_20200113
HRT,HRT_20200113
WTN,WTN_20200113
KNF,KNF_20200113
MPN,MPN_20200113
AMS,AMS_20200113
MST,MST_20200113
EIN,EIN_20200113
GRQ,GRQ_20200113
GLZ,GLZ_20200113
DHR,DHR_20200113
LEY,LEY_20200113
LWR,LWR_20200113
RTM,RTM_20200113
UTC,UTC_20200113
ENS,ENS_20200113
LID,LID_20200113
WOE,WOE_20200113
ORK,ORK_20200113
GWY,GWY_20200113
DUB,DUB_20200113
NOC,NOC_20200113
KIR,KIR_20200113
SNN,SNN_20200113
SXL,SXL_20200113
WAT,WAT_20200113
AAR,AAR_20200113
BLL,BLL_20200113
CPH,CPH_20200113
EBJ,EBJ_20200113
KRP,KRP_20200113
BYR,BYR_20200113
MRW,MRW_20200113
ODE,ODE_20200113
RKE,RKE_20200113
RNN,RNN_20200113
SGD,SGD_20200113
SKS,SKS_20200113
SQW,SQW_20200113
TED,TED_20200113
FAE,FAE_20200113
STA,STA_20200113
AAL,AAL_20200113
LUX,LUX_20200113
AES,AES_20200113
ANX,ANX_20200113
ALF,ALF_20200113
BNN,BNN_20200113
BOO,BOO_20200113
BGO,BGO_20200113
BJF,BJF_20200113
KRS,KRS_20200113
DLD,DLD_20200113
BDU,BDU_20200113
VDB,VDB_20200113
FRO,FRO_20200113
OSL,OSL_20200113
HAU,HAU_20200113
HAA,HAA_20200113
KSU,KSU_20200113
KKN,KKN_20200113
FAN,FAN_20200113
MOL,MOL_20200113
MJF,MJF_20200113
LKL,LKL_20200113
NTB,NTB_20200113
OLA,OLA_20200113
RRS,RRS_20200113
SKE,SKE_20200113
SRP,SRP_20200113
SSJ,SSJ_20200113
TRD,TRD_20200113
SVG,SVG_20200113
GDN,GDN_20200113
KRK,KRK_20200113
KTW,KTW_20200113
POZ,POZ_20200113
RZE,RZE_20200113
SZZ,SZZ_20200113
OSP,OSP_20200113
WAW,WAW_20200113
WRO,WRO_20200113
IEG,IEG_20200113
RNB,RNB_20200113
GOT,GOT_20200113
JKG,JKG_20200113
LDK,LDK_20200113
GSE,GSE_20200113
KVB,KVB_20200113
THN,THN_20200113
KSK,KSK_20200113
MXX,MXX_20200113
NYO,NYO_20200113
KID,KID_20200113
OSK,OSK_20200113
KLR,KLR_20200113
MMX,MMX_20200113
HAD,HAD_20200113
VXO,VXO_20200113
EVG,EVG_20200113
GEV,GEV_20200113
HUV,HUV_20200113
KRF,KRF_20200113
LYC,LYC_20200113
SDL,SDL_20200113
OER,OER_20200113
KRN,KRN_20200113
SFT,SFT_20200113
UME,UME_20200113
VHM,VHM_20200113
AJR,AJR_20200113
ORB,ORB_20200113
VST,VST_20200113
LLA,LLA_20200113
ARN,ARN_20200113
BMA,BMA_20200113
BLE,BLE_20200113
HLF,HLF_20200113
GVX,GVX_20200113
LPI,LPI_20200113
NRK,NRK_20200113
EKT,EKT_20200113
VBY,VBY_20200113
SPM,SPM_20200113
RMS,RMS_20200113
GHF,GHF_20200113
ZCN,ZCN_20200113
FRZ,FRZ_20200113
ZNF,ZNF_20200113
KZG,KZG_20200113
FCN,FCN_20200113
GKE,GKE_20200113
RLG,RLG_20200113
WBG,WBG_20200113
WIE,WIE_20200113
FEL,FEL_20200113
IGS,IGS_20200113
GUT,GUT_20200113
ALJ,ALJ_20200113
AGZ,AGZ_20200113
BIY,BIY_20200113
BFN,BFN_20200113
CPT,CPT_20200113
DUR,DUR_20200113
ELS,ELS_20200113
FCB,FCB_20200113
GCJ,GCJ_20200113
GRJ,GRJ_20200113
HRS,HRS_20200113
HDS,HDS_20200113
JNB,JNB_20200113
KXE,KXE_20200113
KIM,KIM_20200113
KMH,KMH_20200113
KLZ,KLZ_20200113
HLA,HLA_20200113
SDB,SDB_20200113
LAY,LAY_20200113
MGH,MGH_20200113
LLE,LLE_20200113
MZQ,MZQ_20200113
NCS,NCS_20200113
OVG,OVG_20200113
OUH,OUH_20200113
PLZ,PLZ_20200113
PBZ,PBZ_20200113
PHW,PHW_20200113
JOH,JOH_20200113
PZB,PZB_20200113
NTY,NTY_20200113
PTG,PTG_20200113
PCF,PCF_20200113
UTW,UTW_20200113
RCB,RCB_20200113
ROD,ROD_20200113
SBU,SBU_20200113
ZEC,ZEC_20200113
SIS,SIS_20200113
SZK,SZK_20200113
LTA,LTA_20200113
ULD,ULD_20200113
UTN,UTN_20200113
UTT,UTT_20200113
VRU,VRU_20200113
VIR,VIR_20200113
VRE,VRE_20200113
PRY,PRY_20200113
WKF,WKF_20200113
FRW,FRW_20200113
JWA,JWA_20200113
BBK,BBK_20200113
MUB,MUB_20200113
GBE,GBE_20200113
PKW,PKW_20200113
BZV,BZV_20200113
FTX,FTX_20200113
OUE,OUE_20200113
PNR,PNR_20200113
MTS,MTS_20200113
BGF,BGF_20200113
BBT,BBT_20200113
BSG,BSG_20200113
SSG,SSG_20200113
ASI,ASI_20200113
MRU,MRU_20200113
RRG,RRG_20200113
NKW,NKW_20200113
TKC,TKC_20200113
DLA,DLA_20200113
MVR,MVR_20200113
FOM,FOM_20200113
NGE,NGE_20200113
GOU,GOU_20200113
BFX,BFX_20200113
BPC,BPC_20200113
YAO,YAO_20200113
CGJ,CGJ_20200113
LVI,LVI_20200113
LUN,LUN_20200113
MFU,MFU_20200113
MNR,MNR_20200113
NLA,NLA_20200113
KIW,KIW_20200113
HAH,HAH_20200113
NWA,NWA_20200113
AJN,AJN_20200113
DZA,DZA_20200113
RUN,RUN_20200113
ZSE,ZSE_20200113
TNR,TNR_20200113
ZVA,ZVA_20200113
SMS,SMS_20200113
TMM,TMM_20200113
MOQ,MOQ_20200113
DIE,DIE_20200113
WMR,WMR_20200113
ZWA,ZWA_20200113
AMB,AMB_20200113
ANM,ANM_20200113
HVA,HVA_20200113
MJN,MJN_20200113
NOS,NOS_20200113
BPY,BPY_20200113
WMN,WMN_20200113
SVB,SVB_20200113
VOH,VOH_20200113
WAI,WAI_20200113
IVA,IVA_20200113
FTU,FTU_20200113
WFI,WFI_20200113
RVA,RVA_20200113
WVK,WVK_20200113
MNJ,MNJ_20200113
MXM,MXM_20200113
TLE,TLE_20200113
SSY,SSY_20200113
BUG,BUG_20200113
CAB,CAB_20200113
NOV,NOV_20200113
SVP,SVP_20200113
LAD,LAD_20200113
MEG,MEG_20200113
SPP,SPP_20200113
GXG,GXG_20200113
PBN,PBN_20200113
VHC,VHC_20200113
SZA,SZA_20200113
SDD,SDD_20200113
LUO,LUO_20200113
UGO,UGO_20200113
XGN,XGN_20200113
OYE,OYE_20200113
OKN,OKN_20200113
LBQ,LBQ_20200113
BMM,BMM_20200113
POG,POG_20200113
OMB,OMB_20200113
MKU,MKU_20200113
LBV,LBV_20200113
MVB,MVB_20200113
PCP,PCP_20200113
TMS,TMS_20200113
BEW,BEW_20200113
INH,INH_20200113
VXC,VXC_20200113
LFB,LFB_20200113
MPM,MPM_20200113
MUD,MUD_20200113
MZB,MZB_20200113
MNC,MNC_20200113
APL,APL_20200113
POL,POL_20200113
UEL,UEL_20200113
TET,TET_20200113
VNX,VNX_20200113
DES,DES_20200113
SEZ,SEZ_20200113
PRI,PRI_20200113
AEH,AEH_20200113
MQQ,MQQ_20200113
NDJ,NDJ_20200113
FYT,FYT_20200113
BUQ,BUQ_20200113
BFO,BFO_20200113
VFA,VFA_20200113
HRE,HRE_20200113
KAB,KAB_20200113
UTA,UTA_20200113
MVZ,MVZ_20200113
GWE,GWE_20200113
HWN,HWN_20200113
BLZ,BLZ_20200113
KGJ,KGJ_20200113
KBQ,KBQ_20200113
LLW,LLW_20200113
ZZU,ZZU_20200113
MSU,MSU_20200113
FIH,FIH_20200113
NLO,NLO_20200113
MNB,MNB_20200113
FDU,FDU_20200113
KKW,KKW_20200113
MDK,MDK_20200113
Bday,Bday_20200113
GMA,GMA_20200113
KLI,KLI_20200113
LIQ,LIQ_20200113
FKI,FKI_20200113
IRP,IRP_20200113
BUX,BUX_20200113
BZU,BZU_20200113
BKY,BKY_20200113
GOM,GOM_20200113
KND,KND_20200113
FBM,FBM_20200113
KWZ,KWZ_20200113
FMI,FMI_20200113
KMN,KMN_20200113
KGA,KGA_20200113
MJM,MJM_20200113
BKO,BKO_20200113
GAQ,GAQ_20200113
KYS,KYS_20200113
MZI,MZI_20200113
TOM,TOM_20200113
BJL,BJL_20200113
FUE,FUE_20200113
VDE,VDE_20200113
SPC,SPC_20200113
LPA,LPA_20200113
ACE,ACE_20200113
TFS,TFS_20200113
TFN,TFN_20200113
MLN,MLN_20200113
FNA,FNA_20200113
MLW,MLW_20200113
ROB,ROB_20200113
AGA,AGA_20200113
TTA,TTA_20200113
FEZ,FEZ_20200113
ERH,ERH_20200113
MEK,MEK_20200113
OUD,OUD_20200113
GMD,GMD_20200113
RBA,RBA_20200113
CMN,CMN_20200113
RAK,RAK_20200113
NNA,NNA_20200113
OZZ,OZZ_20200113
AHU,AHU_20200113
TTU,TTU_20200113
TNG,TNG_20200113
ZIG,ZIG_20200113
CSK,CSK_20200113
KLC,KLC_20200113
DKR,DKR_20200113
XLS,XLS_20200113
BXE,BXE_20200113
KGG,KGG_20200113
TUD,TUD_20200113
AEO,AEO_20200113
TIY,TIY_20200113
KFA,KFA_20200113
EMN,EMN_20200113
KED,KED_20200113
NKC,NKC_20200113
SEY,SEY_20200113
ATR,ATR_20200113
NDB,NDB_20200113
FIG,FIG_20200113
FAA,FAA_20200113
LEK,LEK_20200113
SID,SID_20200113
BVC,BVC_20200113
MMO,MMO_20200113
SNE,SNE_20200113
VXE,VXE_20200113
ADD,ADD_20200113
AMH,AMH_20200113
AXU,AXU_20200113
BJR,BJR_20200113
DIR,DIR_20200113
GMB,GMB_20200113
GDQ,GDQ_20200113
JIM,JIM_20200113
LLI,LLI_20200113
MQX,MQX_20200113
ASO,ASO_20200113
BJM,BJM_20200113
HGA,HGA_20200113
BBO,BBO_20200113
KMU,KMU_20200113
ALY,ALY_20200113
ABS,ABS_20200113
CAI,CAI_20200113
CWE,CWE_20200113
HRG,HRG_20200113
EGH,EGH_20200113
LXR,LXR_20200113
MUH,MUH_20200113
PSD,PSD_20200113
SKV,SKV_20200113
ASW,ASW_20200113
ELT,ELT_20200113
EDL,EDL_20200113
GGM,GGM_20200113
KIS,KIS_20200113
KTL,KTL_20200113
LOK,LOK_20200113
LAU,LAU_20200113
MBA,MBA_20200113
WIL,WIL_20200113
WJR,WJR_20200113
GHT,GHT_20200113
AKF,AKF_20200113
BEN,BEN_20200113
SEB,SEB_20200113
TIP,TIP_20200113
LMQ,LMQ_20200113
HUQ,HUQ_20200113
LTD,LTD_20200113
GYI,GYI_20200113
KGL,KGL_20200113
KME,KME_20200113
DOG,DOG_20200113
RSS,RSS_20200113
ELF,ELF_20200113
KSL,KSL_20200113
KDX,KDX_20200113
EBD,EBD_20200113
JUB,JUB_20200113
MAK,MAK_20200113
KRT,KRT_20200113
ARK,ARK_20200113
DAR,DAR_20200113
DOD,DOD_20200113
IRI,IRI_20200113
JRO,JRO_20200113
LKY,LKY_20200113
MYW,MYW_20200113
MWZ,MWZ_20200113
PMA,PMA_20200113
TGT,TGT_20200113
ZNZ,ZNZ_20200113
EBB,EBB_20200113
SRT,SRT_20200113
TIA,TIA_20200113
BOJ,BOJ_20200113
GOZ,GOZ_20200113
PDV,PDV_20200113
SOF,SOF_20200113
SZR,SZR_20200113
VAR,VAR_20200113
LCA,LCA_20200113
PFO,PFO_20200113
AKT,AKT_20200113
DBV,DBV_20200113
OSI,OSI_20200113
PUY,PUY_20200113
RJK,RJK_20200113
SPU,SPU_20200113
ZAG,ZAG_20200113
ZAD,ZAD_20200113
ABC,ABC_20200113
ALC,ALC_20200113
LEI,LEI_20200113
OVD,OVD_20200113
ODB,ODB_20200113
BIO,BIO_20200113
BCN,BCN_20200113
BJZ,BJZ_20200113
LCG,LCG_20200113
GRO,GRO_20200113
GRX,GRX_20200113
IBZ,IBZ_20200113
XRY,XRY_20200113
MJV,MJV_20200113
MAD,MAD_20200113
AGP,AGP_20200113
MAH,MAH_20200113
OZP,OZP_20200113
PNA,PNA_20200113
REU,REU_20200113
ROZ,ROZ_20200113
SLM,SLM_20200113
EAS,EAS_20200113
SCQ,SCQ_20200113
LEU,LEU_20200113
TOJ,TOJ_20200113
VLC,VLC_20200113
VLL,VLL_20200113
VIT,VIT_20200113
VGO,VGO_20200113
SDR,SDR_20200113
ZAZ,ZAZ_20200113
SVQ,SVQ_20200113
CQF,CQF_20200113
BYF,BYF_20200113
LTQ,LTQ_20200113
XVS,XVS_20200113
AGF,AGF_20200113
BOD,BOD_20200113
EGC,EGC_20200113
CNG,CNG_20200113
PIS,PIS_20200113
MCU,MCU_20200113
LIG,LIG_20200113
NIT,NIT_20200113
TLS,TLS_20200113
PUF,PUF_20200113
LDE,LDE_20200113
ANG,ANG_20200113
BVE,BVE_20200113
PGX,PGX_20200113
BIQ,BIQ_20200113
ZAO,ZAO_20200113
LBI,LBI_20200113
DCM,DCM_20200113
RDZ,RDZ_20200113
RYN,RYN_20200113
XMW,XMW_20200113
RCO,RCO_20200113
CMR,CMR_20200113
DLE,DLE_20200113
OBS,OBS_20200113
LPY,LPY_20200113
ETZ,ETZ_20200113
BIA,BIA_20200113
CLY,CLY_20200113
FSC,FSC_20200113
AJA,AJA_20200113
PRP,PRP_20200113
SOZ,SOZ_20200113
AUF,AUF_20200113
CMF,CMF_20200113
CFE,CFE_20200113
BOU,BOU_20200113
QNJ,QNJ_20200113
LYS,LYS_20200113
SYT,SYT_20200113
RNE,RNE_20200113
NCY,NCY_20200113
GNB,GNB_20200113
VAF,VAF_20200113
VHY,VHY_20200113
AUR,AUR_20200113
CHR,CHR_20200113
LYN,LYN_20200113
CEQ,CEQ_20200113
EBU,EBU_20200113
CCF,CCF_20200113
MRS,MRS_20200113
NCE,NCE_20200113
XOG,XOG_20200113
PGF,PGF_20200113
CTT,CTT_20200113
MPL,MPL_20200113
BZR,BZR_20200113
AVN,AVN_20200113
MEN,MEN_20200113
BVA,BVA_20200113
EVX,EVX_20200113
LEH,LEH_20200113
XAB,XAB_20200113
ORE,ORE_20200113
XCR,XCR_20200113
URO,URO_20200113
TUF,TUF_20200113
CET,CET_20200113
LVA,LVA_20200113
LBG,LBG_20200113
CSF,CSF_20200113
CDG,CDG_20200113
TNF,TNF_20200113
ORY,ORY_20200113
POX,POX_20200113
VIY,VIY_20200113
NVS,NVS_20200113
XME,XME_20200113
LIL,LIL_20200113
HZB,HZB_20200113
XCZ,XCZ_20200113
BES,BES_20200113
CER,CER_20200113
DNR,DNR_20200113
LBY,LBY_20200113
GFR,GFR_20200113
DOL,DOL_20200113
LRT,LRT_20200113
EDM,EDM_20200113
LDV,LDV_20200113
CFR,CFR_20200113
LME,LME_20200113
RNS,RNS_20200113
LAI,LAI_20200113
UIP,UIP_20200113
NTE,NTE_20200113
SBK,SBK_20200113
MXN,MXN_20200113
VNE,VNE_20200113
SNR,SNR_20200113
BSL,BSL_20200113
DIJ,DIJ_20200113
MZM,MZM_20200113
EPL,EPL_20200113
ENC,ENC_20200113
RHE,RHE_20200113
SXB,SXB_20200113
TLN,TLN_20200113
FNI,FNI_20200113
MQC,MQC_20200113
FSP,FSP_20200113
PYR,PYR_20200113
AGQ,AGQ_20200113
AXD,AXD_20200113
VOL,VOL_20200113
JKH,JKH_20200113
IOA,IOA_20200113
HER,HER_20200113
KSO,KSO_20200113
KIT,KIT_20200113
EFL,EFL_20200113
KLX,KLX_20200113
KGS,KGS_20200113
AOK,AOK_20200113
CFU,CFU_20200113
KSJ,KSJ_20200113
KVA,KVA_20200113
KZI,KZI_20200113
LRS,LRS_20200113
LXS,LXS_20200113
LRA,LRA_20200113
JMK,JMK_20200113
MJT,MJT_20200113
PVK,PVK_20200113
RHO,RHO_20200113
GPA,GPA_20200113
CHQ,CHQ_20200113
JSI,JSI_20200113
SMI,SMI_20200113
SPJ,SPJ_20200113
JTR,JTR_20200113
JSH,JSH_20200113
SKU,SKU_20200113
SKG,SKG_20200113
ZTH,ZTH_20200113
BUD,BUD_20200113
DEB,DEB_20200113
CRV,CRV_20200113
BRI,BRI_20200113
FOG,FOG_20200113
TAR,TAR_20200113
LCC,LCC_20200113
PSR,PSR_20200113
BDS,BDS_20200113
SUF,SUF_20200113
CTA,CTA_20200113
LMP,LMP_20200113
PNL,PNL_20200113
PMO,PMO_20200113
REG,REG_20200113
TPS,TPS_20200113
NSY,NSY_20200113
AHO,AHO_20200113
DCI,DCI_20200113
CAG,CAG_20200113
OLB,OLB_20200113
TTB,TTB_20200113
MXP,MXP_20200113
BGY,BGY_20200113
TRN,TRN_20200113
ALL,ALL_20200113
GOA,GOA_20200113
LIN,LIN_20200113
PMF,PMF_20200113
CUF,CUF_20200113
AVB,AVB_20200113
BZO,BZO_20200113
BLQ,BLQ_20200113
TSF,TSF_20200113
FRL,FRL_20200113
